"id","type","title","authors","venue","year","pages","url"
"conf_nordichi_hazwaniaeb24","inproceedings","Towards Personal Explanations for Recommender Systems: A Study on the Impact of Familiarity and Urgency.","Ibrahim Al Hazwani; Nimra Ahmed; Mennatallah El-Assady; Jürgen Bernard","NordiCHI (Adjunct)","2024","15:1-15:8","https://doi.org/10.1145/3677045.3685430"
"conf_pacificvis_wallmemhebcpssp24","inproceedings","Trust Junk and Evil Knobs: Calibrating Trust in AI Visualization.","Emily Wall; Laura E. Matzen; Mennatallah El-Assady; Peta Masters; Helia Hosseinpour; Alex Endert; Rita Borgo; Polo Chau; Adam Perer; Harald T. Schupp; Hendrik Strobelt; Lace M. K. Padilla","PacificVis","2024","22-31","https://doi.org/10.1109/PacificVis60374.2024.00012"
"conf_um_tothaz24","inproceedings","Understanding University Students' Concerns Regarding Automated Learning Assessment Tools.","Adrienn Toth; Zsolt Abraham; Verena Zimmermann","UMAP (Adjunct Publication)","2024","","https://doi.org/10.1145/3631700.3664881"
"journals_hhci_kwokkr24","article","Unobtrusive interaction: a systematic literature review and expert survey.","Tiffany C. K. Kwok; Peter Kiefer; Martin Raubal","Hum. Comput. Interact.","2024","380-416","https://doi.org/10.1080/07370024.2022.2162404"
"journals_ijmms_xiaokksksr24","article","VResin: Externalizing spatial memory into 3D sketch maps.","Tianyi Xiao; Kevin Gonyop Kim; Jakub Krukar; Rajasirpi Subramaniyan; Peter Kiefer; Angela Schwering; Martin Raubal","Int. J. Hum. Comput. Stud.","2024","103322","https://doi.org/10.1016/j.ijhcs.2024.103322"
"conf_ro-man_dafaslc24","inproceedings","Walking the Line: Assessing the Role of Gait in a Quadruped Robot's Perception.","Haralambos Dafas; Emma Li; Emily S. Cross","RO-MAN","2024","1339-1345","https://doi.org/10.1109/RO-MAN60168.2024.10731163"
"journals_corr_abs-2410-01690","article","Why context matters in VQA and Reasoning: Semantic interventions for VLM input modalities.","Kenza Amara; Lukas Klein; Carsten T. Lüth; Paul Jäger; Hendrik Strobelt; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2410.01690"
"conf_eurousec_schonics0z24","inproceedings","You Know What? - Evaluation of a Personalised Phishing Training Based on Users' Phishing Knowledge and Detection Skills.","Lorin Schöni; Victor Carles; Martin Strohmeier; Peter Mayer; Verena Zimmermann","EuroUSEC","2024","1-14","https://doi.org/10.1145/3688459.3688460"
"journals_corr_abs-2403-07627","article","generAItor: Tree-in-the-Loop Text Generation for Language Model Explainability and Adaptation.","Thilo Spinner; Rebecca Kehlbeck; Rita Sevastjanova; Tobias Stähle; Daniel A. Keim; Oliver Deussen; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2403.07627"
"journals_corr_abs-2407-17998","article","iNNspector: Visual, Interactive Deep Model Debugging.","Thilo Spinner; Daniel Fürst; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2407.17998"
"journals_corr_abs-2409-00413","article","iToT: An Interactive System for Customized Tree-of-Thought Generation.","Alan Boyle; Isha Gupta; Sebastian Hönig; Lukas Mautner; Kenza Amara; Furui Cheng; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2409.00413"
"conf_interact_bretinkc23","inproceedings","""Do I Run Away?"": Proximity, Stress and Discomfort in Human-Drone Interaction in Real and Virtual Environments.","Robin Bretin; Mohamed Khamis; Emily S. Cross","INTERACT","2023","525-551","https://doi.org/10.1007/978-3-031-42283-6_29"
"conf_eurova-ws_2023","proceedings","14th International EuroVis Workshop on Visual Analytics, EuroVA@EuroVis 2023, Leipzig, Germany, June 12, 2023","","EuroVA@EuroVis","2023","","https://diglib.eg.org/handle/10.2312/2633347"
"journals_corr_abs-2310-13544","article","A Diachronic Perspective on User Trust in AI under Uncertainty.","Shehzaad Dhuliawala; Vilém Zouhar; Mennatallah El-Assady; Mrinmaya Sachan","CoRR","2023","","https://doi.org/10.48550/arXiv.2310.13544"
"journals_jlbs_boosrks23","article","An augmented reality study for public participation in urban planning.","Ursina Christina Boos; Tumasch Reichenbacher; Peter Kiefer; Christian Sailer","J. Locat. Based Serv.","2023","48-77","https://doi.org/10.1080/17489725.2022.2086309"
"journals_jbi_naegelinwksmwhf23","article","An interpretable machine learning approach to multimodal stress detection in a simulated office environment.","Mara Naegelin; Raphael P. Weibel; Jasmine I. Kerr; Victor R. Schinazi; Roberto La Marca; Florian von Wangenheim; Christoph Hoelscher; Andrea Ferrario","J. Biomed. Informatics","2023","104299","https://doi.org/10.1016/j.jbi.2023.104299"
"conf_biostec_cheethamcghv23","inproceedings","Automated Detection of Decision-Making Style, Based on Users' Online Mouse Pointer Activity.","Marcus Cheetham; Cátia Cepeda; Hugo Gamboa; Christoph Hoelscher; Seyed Abolfazl Valizadeh","BIOSIGNALS","2023","281-286","https://doi.org/10.5220/0011716700003414"
"journals_ijsr_scandolacct23","article","Body Form Modulates the Prediction of Human and Artificial Behaviour from Gaze Observation.","Michele Scandola; Emily S. Cross; Nathan Caruana; Emmanuele Tidoni","Int. J. Soc. Robotics","2023","1365-1385","https://doi.org/10.1007/s12369-022-00962-2"
"journals_tvcg_dubeysthbk23","article","Cognitive Path Planning With Spatial Memory Distortion.","Rohit Kumar Dubey; Samuel S. Sohn; Tyler Thrash; Christoph Hölscher; André Borrmann; Mubbasir Kapadia","IEEE Trans. Vis. Comput. Graph.","2023","3535-3549","https://doi.org/10.1109/TVCG.2022.3163794"
"conf_chi_wanghzo023","inproceedings","Colaroid: A Literate Programming Approach for Authoring Explorable Multi-Stage Tutorials.","April Yi Wang; Andrew Head; Ashley Ge Zhang; Steve Oney; Christopher Brooks","CHI","2023","798:1-798:22","https://doi.org/10.1145/3544548.3581525"
"journals_ijhci_zhaotskmhh23","article","Collective Intelligence during Emergency Egress: The Mechanisms Underlying Altruistic Information Exchange.","Hantao Zhao; Tyler Thrash; Fabian Schläfli; Mubbasir Kapadia; Leonel Aguilar Melgar; Dirk Helbing; Christoph Hölscher","Int. J. Hum. Comput. Interact.","2023","2876-2892","https://doi.org/10.1080/10447318.2022.2087274"
"conf_giscience_alinaghikkg23","inproceedings","Do You Need Instructions Again? Predicting Wayfinding Instruction Demand.","Negar Alinaghi; Tiffany C. K. Kwok; Peter Kiefer; Ioannis Giannopoulos","GIScience","2023","1:1-1:16","https://doi.org/10.4230/LIPIcs.GIScience.2023.1"
"journals_cgf_schetingerbemmpa23","article","Doom or Deliciousness: Challenges and Opportunities for Visualization in the Age of Generative Models.","Victor Schetinger; Sara Di Bartolomeo; Mennatallah El-Assady; Andrew M. McNutt; Matthias Miller; J. P. A. Passos; Jane Lydia Adams","Comput. Graph. Forum","2023","423-435","https://doi.org/10.1111/cgf.14841"
"journals_frvir_heyselaarcssc23","article","Editorial: Do we really interact with artificial agents as if they are human?","Evelien Heyselaar; Nathan Caruana; Mincheol Shin; Leonhard Schilbach; Emily S. Cross","Frontiers Virtual Real.","2023","","https://doi.org/10.3389/frvir.2023.1201385"
"conf_socrob_deshmukhdmpjc23","inproceedings","Enhancing Hand Hygiene Practices Through a Social Robot-Assisted Intervention in a Rural School in India.","Amol Deshmukh; Kohinoor Monish Darda; Mugdha Mahesh Mhatre; Ritika Pandey; Aalisha R. Jadhav; Emily S. Cross","ICSR","2023","244-253","https://doi.org/10.1007/978-981-99-8715-3_21"
"series_gidiss_el-assady23","incollection","Erklärbarkeitsstufen für die Mensch-KI-Interaktion in Visueller Textanalyse.","Mennatallah El-Assady","Ausgezeichnete Informatikdissertationen","2023","71-80","https://doi.org/10.18420/Diss2023-07"
"conf_vahc_lagunahschsce23","inproceedings","ExpLIMEable: A Visual Analytics Approach for Exploring LIME.","Sonia Laguna; Julian N. Heidenreich; Jiugeng Sun; Nilüfer Cetin; Ibrahim Al Hazwani; Udo Schlegel; Furui Cheng; Mennatallah El-Assady","VAHC","2023","27-33","https://doi.org/10.1109/VAHC60858.2023.00011"
"conf_vinci_chengmkge23","inproceedings","Explore, Compare, and Predict Investment Opportunities through What-If Analysis: US Housing Market Investigation.","Hongruyu Chen; Fernando Gonzalez; Oto Mraz; Sophia Kuhn; Cristina Guzman; Mennatallah El-Assady","VINCI","2023","19:1-19:5","https://doi.org/10.1145/3615522.3615542"
"journals_ijhci_lutnykrmkr23","article","FlyBrate: Evaluating Vibrotactile Cues for Simulated Flight.","Luis Lutnyk; David Rudi; Emanuel Meier; Peter Kiefer; Martin Raubal","Int. J. Hum. Comput. Interact.","2023","2374-2391","https://doi.org/10.1080/10447318.2022.2075627"
"conf_dihu_hinrichsweabb23","inproceedings","From Sketching to Coding: Visualization as a Thinking Process.","Uta Hinrichs; Florian Windhager; Mennatallah El-Assady; Eric C. Alexander; Adam James Bradley; Mark-Jan Bludau","DH","2023","","https://doi.org/10.5281/zenodo.8107882"
"journals_corr_abs-2309-16223","article","GInX-Eval: Towards In-Distribution Evaluation of Graph Neural Network Explanations.","Kenza Amara; Mennatallah El-Assady; Rex Ying","CoRR","2023","","https://doi.org/10.48550/arXiv.2309.16223"
"journals_tamd_ciriaslcc23","article","Guest Editorial Special Issue on Prediction and Perception in Humans and Robots.","Alejandra Ciria; Guido Schillaci; Bruno Lara; Emily S. Cross; Angelo Cangelosi","IEEE Trans. Cogn. Dev. Syst.","2023","981-984","https://doi.org/10.1109/TCDS.2023.3293669"
"journals_ijsr_hsiehcc23","article","Human-Robot Cooperation in Economic Games: People Show Strong Reciprocity but Conditional Prosociality Toward Robots.","Te-Yi Hsieh; Bishakha Chaudhury; Emily S. Cross","Int. J. Soc. Robotics","2023","791-805","https://doi.org/10.1007/s12369-023-00981-7"
"journals_behaviourit_zimmermannmr23","article","Hybrid password meters for more secure passwords - a comprehensive study of password meters including nudges and password information.","Verena Zimmermann; Karola Marky; Karen Renaud","Behav. Inf. Technol.","2023","700-743","https://doi.org/10.1080/0144929x.2022.2042384"
"journals_corr_abs-2306-09035","article","Improving Explainability of Disentangled Representations using Multipath-Attribution Mappings.","Lukas Klein; João B. S. Carvalho; Mennatallah El-Assady; Paolo Penna; Joachim M. Buhmann; Paul F. Jaeger","CoRR","2023","","https://doi.org/10.48550/arXiv.2306.09035"
"conf_vissym_hazwaniawieb23","inproceedings","Interaction Tasks for Explainable Recommender Systems.","Ibrahim Al Hazwani; Turki Alahmadi; Kathrin Wardatzky; Oana Inel; Mennatallah El-Assady; Jürgen Bernard","EuroVis (Posters)","2023","37-39","https://doi.org/10.2312/evp.20231062"
"journals_compsec_ebertsaszk23","article","Learning from safety science: A way forward for studying cybersecurity incidents in organizations.","Nico Ebert; Thierry Schaltegger; Benjamin Ambuehl; Lorin Schöni; Verena Zimmermann; Melanie Knieps","Comput. Secur.","2023","103435","https://doi.org/10.1016/j.cose.2023.103435"
"journals_tvcg_sperrlece23","article","Lotse: A Practical Framework for Guidance in Visual Analytics.","Fabian Sperrle; Davide Ceneda; Mennatallah El-Assady","IEEE Trans. Vis. Comput. Graph.","2023","1124-1134","https://doi.org/10.1109/TVCG.2022.3209393"
"journals_tmis_lindensfe23","article","MediCoSpace: Visual Decision-Support for Doctor-Patient Consultations using Medical Concept Spaces from EHRs.","Sanne van der Linden; Rita Sevastjanova; Mathias Funk; Mennatallah El-Assady","ACM Trans. Manag. Inf. Syst.","2023","15:1-15:20","https://doi.org/10.1145/3564275"
"conf_ecai_kalananthankssb23","inproceedings","MindSet: A Bias-Detection Interface Using a Visual Human-in-the-Loop Workflow.","Senthuran Kalananthan; Alexander Kichutkin; Ziyao Shang; András Strausz; Francisco Javier Sanguino Bautiste; Mennatallah El-Assady","ECAI Workshops","2023","93-105","https://doi.org/10.1007/978-3-031-50485-3_8"
"conf_ro-man_labankmc23","inproceedings","Opening Up to Social Robots: How Emotions Drive Self-Disclosure Behavior.","Guy Laban; Arvid Kappas; Val Morrison; Emily S. Cross","RO-MAN","2023","1697-1704","https://doi.org/10.1109/RO-MAN57019.2023.10309551"
"conf_cogsci_alhasanrcc23","inproceedings","Predicting intentions: How do we predict other's action intentions?","Ayeh Alhasan; Michael J. Richardson; Nathan Caruana; Emily S. Cross","CogSci","2023","","https://escholarship.org/uc/item/9cc9x29r"
"journals_corr_abs-2308-04332","article","RLHF-Blender: A Configurable Interactive Interface for Learning from Diverse Human Feedback.","Yannick Metz; David Lindner; Raphaël Baur; Daniel A. Keim; Mennatallah El-Assady","CoRR","2023","","https://doi.org/10.48550/arXiv.2308.04332"
"conf_mc_zimmermannhsg23","inproceedings","Safe AND Secure Infrastructures? - Studying Human Aspects of Safety and Security Incidents with Experts from both Domains.","Verena Zimmermann; Jasmin Haunschild; Alina Stöver; Nina Gerber","MuC (Workshopband)","2023","","https://doi.org/10.18420/muc2023-mci-ws01-225"
"journals_ethicsit_zimmermann23","article","Smart cities as a testbed for experimenting with humans? - Applying psychological ethical guidelines to smart city interventions.","Verena Zimmermann","Ethics Inf. Technol.","2023","54","https://doi.org/10.1007/s10676-023-09729-3"
"conf_vissym_bernarde23","inproceedings","The Future of Interactive Data Analysis and Visualization.","Jürgen Bernard; Mennatallah El-Assady","EuroVis (Panel)","2023","1-4","https://doi.org/10.2312/evt.20231119"
"journals_urban_zhaofvkwhst23","article","The time course of spatial knowledge acquisition for different digital navigation aids.","Hantao Zhao; Lisa Frese; Claudio Venzin; Daniel Kaszás; Raphael P. Weibel; Christoph Hölscher; Victor R. Schinazi; Tyler Thrash","Comput. Environ. Urban Syst.","2023","101992","https://doi.org/10.1016/j.compenvurbsys.2023.101992"
"journals_cgf_metzbjke23","article","VISITOR: Visual Interactive State Sequence Exploration for Reinforcement Learning.","Yannick Metz; Eugene Bykovets; Lucas Joos; Daniel A. Keim; Mennatallah El-Assady","Comput. Graph. Forum","2023","397-408","https://doi.org/10.1111/cgf.14839"
"journals_chb_weibelknfsmhnw23","article","Virtual reality-supported biofeedback for stress management: Beneficial effects on heart rate variability and user experience.","Raphael P. Weibel; Jasmine I. Kerr; Mara Naegelin; Andrea Ferrario; Victor R. Schinazi; Roberto La Marca; Christoph Hoelscher; Urs M. Nater; Florian von Wangenheim","Comput. Hum. Behav.","2023","107607","https://doi.org/10.1016/j.chb.2022.107607"
"journals_tiis_jentnerlhemk23","article","Visual Analytics of Co-Occurrences to Discover Subspaces in Structured Data.","Wolfgang Jentner; Giuliana Lindholz; Hanna Hauptmann; Mennatallah El-Assady; Kwan-Liu Ma; Daniel A. Keim","ACM Trans. Interact. Intell. Syst.","2023","10:1-10:49","https://doi.org/10.1145/3579031"
"journals_tvcg_sevastjanovacrc23","article","Visual Comparison of Language Model Adaptation.","Rita Sevastjanova; Eren Cakmak; Shauli Ravfogel; Ryan Cotterell; Mennatallah El-Assady","IEEE Trans. Vis. Comput. Graph.","2023","1178-1188","https://doi.org/10.1109/TVCG.2022.3209458"
"journals_corr_abs-2307-08494","article","Visual Explanations with Attributions and Counterfactuals on Time Series Classification.","Udo Schlegel; Daniela Oelke; Daniel A. Keim; Mennatallah El-Assady","CoRR","2023","","https://doi.org/10.48550/arXiv.2307.08494"
"journals_dagstuhl-reports_druckerehwa23","article","Visualization and the Humanities: Towards a Shared Research Agenda (Dagstuhl Seminar 23381).","Johanna Drucker; Mennatallah El-Assady; Uta Hinrichs; Florian Windhager; Derya Akbaba","Dagstuhl Reports","2023","137-165","https://doi.org/10.4230/DagRep.13.9.137"
"journals_corr_abs-2306-12146","article","Which Spurious Correlations Impact Reasoning in NLI Models? A Visual Interactive Diagnosis through Data-Constrained Counterfactuals.","Robin Chan; Afra Amini; Mennatallah El-Assady","CoRR","2023","","https://doi.org/10.48550/arXiv.2306.12146"
"conf_eurova-ws_arnorssonahbhe23","inproceedings","Why am I reading this? Explaining Personalized News Recommender Systems.","Sverrir Arnórsson; Florian Abeillon; Ibrahim Al Hazwani; Jürgen Bernard; Hanna Hauptmann; Mennatallah El-Assady","EuroVA@EuroVis","2023","67-72","https://doi.org/10.2312/eurova.20231099"
"conf_cosit_kimkmzkshr22","inproceedings","3D Sketch Maps: Concept, Potential Benefits, and Challenges (Short Paper).","Kevin Gonyop Kim; Jakub Krukar; Panagiotis Mavros; Jiayan Zhao; Peter Kiefer; Angela Schwering; Christoph Hölscher; Martin Raubal","COSIT","2022","14:1-14:7","https://doi.org/10.4230/LIPIcs.COSIT.2022.14"
"conf_eurova-ws_metzssek22","inproceedings","A Comprehensive Workflow for Effective Imitation and Reinforcement Learning with Visual Analytics.","Yannick Metz; Udo Schlegel; Daniel Seebacher; Mennatallah El-Assady; Daniel A. Keim","EuroVA@EuroVis","2022","19-23","https://doi.org/10.2312/eurova.20221074"
"conf_cosit_sohnmkh22","inproceedings","A Computational Method for the Classification of Mental Representations of Objects in 3D Space (Short Paper).","Samuel S. Sohn; Panagiotis Mavros; Mubbasir Kapadia; Christoph Hölscher","COSIT","2022","20:1-20:8","https://doi.org/10.4230/LIPIcs.COSIT.2022.20"
"journals_cgf_perez-messinace22","article","A Typology of Guidance Tasks in Mixed-Initiative Visual Analytics Environments.","Ignacio Pérez-Messina; Davide Ceneda; Mennatallah El-Assady; Silvia Miksch; Fabian Sperrle","Comput. Graph. Forum","2022","465-476","https://doi.org/10.1111/cgf.14555"
"journals_crossroads_mitterberger22","article","Augmented human, extended machine: extended reality systems for robotic fabrication in architecture, engineering, and construction.","Daniela Mitterberger","XRDS","2022","48-53","https://doi.org/10.1145/3558196"
"journals_cgf_millerfhke22","article","Augmenting Digital Sheet Music through Visual Analytics.","Matthias Miller; Daniel Fürst; Hanna Hauptmann; Daniel A. Keim; Mennatallah El-Assady","Comput. Graph. Forum","2022","301-316","https://doi.org/10.1111/cgf.14436"
"journals_corr_abs-2211-12835","article","Automatic Generation of Socratic Subquestions for Teaching Math Word Problems.","Kumar Shridhar; Jakub Macina; Mennatallah El-Assady; Tanmay Sinha; Manu Kapur; Mrinmaya Sachan","CoRR","2022","","https://doi.org/10.48550/arXiv.2211.12835"
"conf_mc_pasnicuzgc22","inproceedings","Autonomous Driving - Analysing the Impact of Resilience Engineering Features in Smart Car Interfaces.","Otilia Pasnicu; Verena Zimmermann; Nina Gerber; Sarah Cardoso","MuC","2022","545-549","https://doi.org/10.1145/3543758.3547573"
"journals_corr_abs-2208-10481","article","BARReL: Bottleneck Attention for Adversarial Robustness in Vision-Based Reinforcement Learning.","Eugene Bykovets; Yannick Metz; Mennatallah El-Assady; Daniel A. Keim; Joachim M. Buhmann","CoRR","2022","","https://doi.org/10.48550/arXiv.2208.10481"
"journals_corr_abs-2207-06897","article","Beware the Rationalization Trap! When Language Model Explainability Diverges from our Mental Models of Language.","Rita Sevastjanova; Mennatallah El-Assady","CoRR","2022","","https://doi.org/10.48550/arXiv.2207.06897"
"journals_corr_abs-2203-01777","article","Characterizing Grounded Theory Approaches in Visualization.","Alexandra Diehl; Alfie Abdul-Rahman; Benjamin Bach; Mennatallah El-Assady; Matthias Kraus; Robert S. Laramee; Min Chen","CoRR","2022","","https://doi.org/10.48550/arXiv.2203.01777"
"journals_corr_abs-2209-13498","article","Characterizing Uncertainty in the Visual Text Analysis Pipeline.","Pantea Haghighatkhah; Mennatallah El-Assady; Jean-Daniel Fekete; Narges Mahyar; Carita Paradis; Vasiliki Simaki; Bettina Speckmann","CoRR","2022","","https://doi.org/10.48550/arXiv.2209.13498"
"conf_chi_bretinck22","inproceedings","Co-existing With a Drone: Using Virtual Reality to Investigate the Effect of the Drone's Height and Cover Story on Proxemic Behaviours.","Robin Bretin; Emily S. Cross; Mohamed Khamis","CHI Extended Abstracts","2022","377:1-377:9","https://doi.org/10.1145/3491101.3519750"
"conf_cosit_mavroskmrjh22","inproceedings","Collaborative Wayfinding Under Distributed Spatial Knowledge (Short Paper).","Panagiotis Mavros; Saskia F. Kuliga; Ed Manley; Hilal Fitri Rohaidi; Michael Joos; Christoph Hölscher","COSIT","2022","25:1-25:10","https://doi.org/10.4230/LIPIcs.COSIT.2022.25"
"journals_cgf_millerrke22","article","CorpusVis: Visual Analysis of Digital Sheet Music Collections.","Matthias Miller; Julius Rauscher; Daniel A. Keim; Mennatallah El-Assady","Comput. Graph. Forum","2022","283-294","https://doi.org/10.1111/cgf.14540"
"journals_percom_grubeltaghshs22","article","Dense Indoor Sensor Networks: Towards passively sensing human presence with LoRaWAN.","Jascha Grübel; Tyler Thrash; Leonel Aguilar; Michal Gath-Morad; Didier Hélal; Robert W. Sumner; Christoph Hölscher; Victor R. Schinazi","Pervasive Mob. Comput.","2022","101640","https://doi.org/10.1016/j.pmcj.2022.101640"
"conf_chi_wangedd22","inproceedings","Diff in the Loop: Supporting Data Comparison in Exploratory Data Analysis.","April Yi Wang; Will Epperson; Robert A. DeLine; Steven Mark Drucker","CHI","2022","97:1-97:10","https://doi.org/10.1145/3491102.3502123"
"journals_tochi_wangwdmpwlwd22","article","Documentation Matters: Human-Centered AI System to Assist Data Science Code Documentation in Computational Notebooks.","April Yi Wang; Dakuo Wang; Jaimie Drozdal; Michael J. Muller; Soya Park; Justin D. Weisz; Xuye Liu; Lingfei Wu; Casey Dugan","ACM Trans. Comput. Hum. Interact.","2022","17:1-17:33","https://doi.org/10.1145/3489465"
"conf_etra_2022","proceedings","ETRA 2022: Symposium on Eye Tracking Research and Applications, Seattle, WA, USA, June 8 - 11, 2022","","ETRA","2022","","https://doi.org/10.1145/3517031"
"conf_aied_beierr22","inproceedings","Embodied Learning with Physical and Virtual Manipulatives in an Intelligent Tutor for Chemistry.","Joel P. Beier; Martina A. Rau","AIED","2022","103-114","https://doi.org/10.1007/978-3-031-11644-5_9"
"journals_corr_abs-2202-12050","article","Experiments as Code: A Concept for Reproducible, Auditable, Debuggable, Reusable, & Scalable Experiments.","Leonel Aguilar; Michal Gath-Morad; Jascha Grübel; Jasper Ermatinger; Hantao Zhao; Stefan Wehrli; Robert W. Sumner; Ce Zhang; Dirk Helbing; Christoph Hölscher","CoRR","2022","","https://arxiv.org/abs/2202.12050"
"journals_corr_abs-2207-04969","article","From Correlation to Causation: Formalizing Interpretable Machine Learning as a Statistical Process.","Lukas Klein; Mennatallah El-Assady; Paul F. Jäger","CoRR","2022","","https://doi.org/10.48550/arXiv.2207.04969"
"conf_vissym_bauerlebe22","inproceedings","How Effective are Uni- and Multivariate Typographic Encodings? Studying the Usage of FontWeight, Oblique Angle, and Spacing.","Andreas Bäuerle; Richard Brath; Mennatallah El-Assady","EuroVis (Short Papers)","2022","7-11","https://doi.org/10.2312/evs.20221085"
"journals_corr_abs-2210-03649","article","How to Enable Uncertainty Estimation in Proximal Policy Optimization.","Eugene Bykovets; Yannick Metz; Mennatallah El-Assady; Daniel A. Keim; Joachim M. Buhmann","CoRR","2022","","https://doi.org/10.48550/arXiv.2210.03649"
"journals_corr_abs-2206-13316","article","Humans are not Boltzmann Distributions: Challenges and Opportunities for Modelling Human Feedback and Interaction in Reinforcement Learning.","David Lindner; Mennatallah El-Assady","CoRR","2022","","https://doi.org/10.48550/arXiv.2206.13316"
"conf_vl_wang22","inproceedings","Improving Real-Time Collaborative Data Science Through Context-Aware Mechanisms.","April Yi Wang","VL/HCC","2022","1-3","https://doi.org/10.1109/VL/HCC53370.2022.9833140"
"conf_chi_labanmkc22","inproceedings","Informal Caregivers Disclose Increasingly More to a Social Robot Over Time.","Guy Laban; Val Morrison; Arvid Kappas; Emily S. Cross","CHI Extended Abstracts","2022","329:1-329:7","https://doi.org/10.1145/3491101.3519666"
"conf_chi_mitterbergerjvl22","inproceedings","Interactive Robotic Plastering: Augmented Interactive Design and Fabrication for On-site Robotic Plastering.","Daniela Mitterberger; Selen Ercan Jenny; Lauren Vasey; Ena Lloret-Fritschi; Petrus Aejmelaeus-Lindström; Fabio Gramazio; Matthias Kohler","CHI","2022","174:1-174:18","https://doi.org/10.1145/3491102.3501842"
"conf_eurova-ws_beckmannbezb22","inproceedings","Interactive Visual Explanation of Incremental Data Labeling.","Raphael Beckmann; Cristian Blaga; Mennatallah El-Assady; Matthias Zeppelzauer; Jürgen Bernard","EuroVA@EuroVis","2022","13-17","https://doi.org/10.2312/eurova.20221073"
"conf_edm_rhorv22","inproceedings","Investigating Growth of Representational Competencies by Knowledge-Component Model.","Jihyun Rho; Martina A. Rau; Barry Vanveen","EDM","2022","","https://educationaldatamining.org/2022.EDM-short-papers.31/index.html"
"conf_hri_powelllgc22","inproceedings","Is Deep Learning a Valid Approach for Inferring Subjective Self-Disclosure in Human-Robot Interactions?","Henry Powell; Guy Laban; Jean-Noël George; Emily S. Cross","HRI","2022","991-996","https://doi.org/10.1109/HRI53351.2022.9889431"
"journals_cgf_sevastjanovakbh22","article","LMFingerprints: Visual Explanations of Language Model Embedding Spaces through Layerwise Contextualization Scores.","Rita Sevastjanova; Aikaterini-Lida Kalouli; Christin Beck; Hanna Hauptmann; Mennatallah El-Assady","Comput. Graph. Forum","2022","295-307","https://doi.org/10.1111/cgf.14541"
"conf_aied_rauz22","inproceedings","Nonverbal Collaboration on Perceptual Learning Activities with Chemistry Visualizations.","Martina A. Rau; Miranda Zahn","AIED","2022","231-235","https://doi.org/10.1007/978-3-031-11647-6_41"
"conf_aied_rhorv22","inproceedings","Preparing Future Learning with Novel Visuals by Supporting Representational Competencies.","Jihyun Rho; Martina A. Rau; Barry D. Van Veen","AIED","2022","66-77","https://doi.org/10.1007/978-3-031-11644-5_6"
"journals_ce_herderr22","article","Representational-competency supports in the context of an educational video game for undergraduate astronomy.","Tiffany Herder; Martina A. Rau","Comput. Educ.","2022","104602","https://doi.org/10.1016/j.compedu.2022.104602"
"journals_finr_lomasldflhhbpam22","article","Resonance as a Design Strategy for AI and Social Robots.","James Derek Lomas; Albert Lin; Suzanne Dikker; Deborah Forster; Maria Luce Lupetti; Gijs Huisman; Julika Habekost; Caiseal Beardow; Pankaj Pandey; Nashra Ahmad; Krishna P. Miyapuram; Tim Mullen; Patrick Cooper; Willem van der Maden; Emily S. Cross","Frontiers Neurorobotics","2022","850489","https://doi.org/10.3389/fnbot.2022.850489"
"journals_wm_zimmermannhugg22","article","Sicherheitsherausforderungen für Smart-City-Infrastrukturen.","Verena Zimmermann; Jasmin Haunschild; Marita Unden; Paul Gerber; Nina Gerber","Wirtschaftsinformatik Manag.","2022","119-126","https://doi.org/10.1365/s35764-022-00396-5"
"conf_icse_eppersonwdd22","inproceedings","Strategies for Reuse and Sharing among Data Scientists in Software Teams.","Will Epperson; April Yi Wang; Robert DeLine; Steven Mark Drucker","ICSE (SEIP)","2022","243-252","https://doi.org/10.1109/ICSE-SEIP55303.2022.9793945"
"conf_aied_herderr22","inproceedings","Supporting Representational Competencies in an Educational Video Game: What Does and Doesn't Work.","Tiffany Herder; Martina A. Rau","AIED","2022","280-283","https://doi.org/10.1007/978-3-031-11647-6_52"
"conf_hai_caruanammc22","inproceedings","Talk, Listen and Keep Me Company: A Mixed Methods Analysis of Children's Perspectives Towards Robot Reading Companions.","Nathan Caruana; Ryssa Moffat; Aitor Miguel-Blanco; Emily S. Cross","HAI","2022","239-241","https://doi.org/10.1145/3527188.3563917"
"journals_tvcg_streebmssenck22","article","Task-Based Visual Interactive Modeling: Decision Trees and Rule-Based Classifiers.","Dirk Streeb; Yannick Metz; Udo Schlegel; Bruno Schneider; Mennatallah El-Assady; Hansjörg Neth; Min Chen; Daniel A. Keim","IEEE Trans. Vis. Comput. Graph.","2022","3307-3323","https://doi.org/10.1109/TVCG.2020.3045560"
"journals_corr_abs-2203-11085","article","Telling Stories from Computational Notebooks: AI-Assisted Presentation Slides Creation for Presenting Data Science Work.","Chengbo Zheng; Dakuo Wang; April Yi Wang; Xiaojuan Ma","CoRR","2022","","https://doi.org/10.48550/arXiv.2203.11085"
